Food,Quantity,Carbohydrate_(g),Protein_(g),Fat_(g),Category,Vegetarian,Recipe/Single_food_item,Calories_(kcal),Protein_(g)_nutritions,Fats_(g),Carbohydrates_(g),Fiber_(g),Starch_(g),Cholesterol_(mg),Calcium_(mg),Magnesium_(mg),Iron_(mg),Zinc_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vitamin_B6_(mg),Vitamin_B12_(mcg),"Folate,_ug",Vitamin_C_(mg),Retinol_Activity_Equivalents_(ug),Vitamin_E_(ug),total_n-6_fas_(%_of_energy),total_n-3_fas_(%_of_energy),Vitamin_B5_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Selenium_(mcg),Retinol_(mcg),Saturated_fatty_acids_(g),Mono-unsaturated_fatty_acids_(g),Poly-unsaturated_fatty_acids_(g),Free_sugars_(g)
"RAMBUTAN, RAW",,,,,,,S,,0.7,0.2,16.8,1,0.0,0.0,9.0,21.4,0.37,0.53,0.11,0.01,0.3,0.04,0.0,7.3,65.0,0.0,0.1,2.1,2.7,,,,,,,,,,
RAMONTCHI,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RASAM W/ VEGETABLES,,,,,,,R,,0.85665798,0.76534396,3.4207509,2.4179299,1.165748,0.0,43.085594,21.578779,1.079055,0.204163,0.022949999,0.017279601,0.13725145,0.028635625,,2.5253572,0.81086582,2.6452725,0.067079999,,,0.069205999,20.9263,120.33717,4.2964921,0.412352,,44.201153,424.70969,142.24791,1.589038
RASAM W/ VEGETABLES & DAL,,,,,,,R,,5.474658,0.91934401,14.036751,4.5159302,9.9537477,0.0,50.514194,32.90588,2.4200549,0.805363,0.067749999,0.0428796,0.40725145,0.061635625,,9.6753578,0.81086582,2.8360724,0.10108,,,0.335206,79.446297,248.01717,6.2420921,14.264352,,62.813152,447.70969,211.44791,1.991038
"RAY, DRIED, TEMPERED",,,,,,,R,,30.067816,13.400931,5.4839292,2.643693,1.5154411,20.786039,46.889629,65.271126,1.556093,0.551009,0.02748068,0.0448118,1.916784,0.22886387,1.021554,100.01613,7.6027465,18.566446,0.084687002,,,0.62903202,104.00291,600.88428,5528.7637,75.695755,,,,,
"RAY, DRIED, TEMPERED, W/ COCONUT MILK",,,,,,,R,,8.3,13.8,4.6,1.6,2.1,51.8,32.0,22.4,1.69,0.65,0.02,0.04,0.9,0.05,0.30059519,7.1,5.5,37.0,0.1,1.1,0.5,,,,,,,,,,
"RAY, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,13.206335,10.07091,4.1620331,1.36043,0.53485501,7.6550999,26.216759,24.356045,2.1013401,0.66961801,0.0351482,0.047482852,1.6464744,0.090630874,0.101745,15.101894,2.4795806,16.195127,0.062613003,,,0.27655199,130.80978,274.87311,31.566036,8.8203144,,,,,
"RAY, FRESH, TEMPERED",,,,,,,R,,11.661452,5.075479,1.564873,1.046944,0.31004101,7.2768478,14.057721,20.705561,0.93461096,0.34558502,0.029259441,0.049055252,1.2967157,0.082282774,0.096717604,9.4740992,2.6063035,16.797201,0.026907001,,,0.28406301,122.54545,247.9626,30.324936,8.1491041,,,,,
"RED BANANA, RIPE",,,,,,,S,,1.29,0.29,25.21,1.98,,,9.56,31.44,0.24,0.09,0.01,0.02,0.46,0.45,0.0,18.92,6.74,,,,,0.41,23.27,313.0,1.11,,0.0,0.106,0.01778,0.108,14.57
"RED LENTILS AND CABBAGE, BOILED, W/ COCONUT MILK",,,,,,,R,,11.42618465,8.171309471,26.80552673,5.46844101,19.61874771,0.0,51.50196838,31.10777855,3.60534811,1.612268567,0.120669,0.071159102,0.937929094,0.127099648,,32.11174774,8.900445938,2.084395409,0.093149997,,,0.678122997,139.4376068,352.9629211,8.695902824,30.71782494,,,,,1.494102001
"RED LENTILS AND CARROTS, BOILED, W/ COCONUT MILK",,,,,,,R,,2.091125011,10.35217571,5.937624931,2.922093153,0.978645027,0.0,82.25848389,18.95889664,1.521610022,0.505351007,0.044165101,0.02700945,0.640043497,0.127820566,,19.54072571,7.635403633,391.7966614,0.140937001,,,0.172768995,33.34438324,206.1813965,18.84544754,0.382239997,,,,,1.537702918
"RED LENTILS AND DRIED FISH, BOILED, W/ COCONUT MILK",,,,,,,R,,13.7,5.7,14.5,2.9,11.2,17.9,34.0,37.3,2.13,1.09,0.08,0.06,1.0,0.1,0.36195844,17.4,2.0,14.0,0.4,0.5,0.1,,,,,,,,,,
"RED LENTILS AND LEEKS, BOILED, W/ COCONUT MILK",,,,,,,R,,9.4830179,12.505146,22.726852,4.182888,15.611824,0.0,42.873257,23.925934,3.3444929,1.4489157,0.095671006,0.04954315,0.91006035,0.085951276,,21.844225,4.1010723,4.416986,0.077431001,,,0.49561301,108.13046,267.65552,5.8252454,24.420683,,45.679695,44.744644,144.89224,0.96318597
"RED LENTILS AND POTATO, BOILED",,,,,,,R,,7.4001937,0.342314,22.110947,3.8907549,17.821014,0.0,16.811489,27.460983,2.1629906,0.99677598,0.088642202,0.041178349,0.73966968,0.086605646,,15.46814,7.1382537,0.80712104,0.076168001,,,0.548204,110.30762,431.9841,4.7186117,20.010376,,49.715324,41.245533,165.2265,0.72971499
"RED LENTILS AND POTATO, BOILED & TEMPERED",,,,,,,R,,8.65007782,7.497983932,22.40568161,4.312652111,18.09176826,0.0,17.59747696,26.70066071,2.600406885,1.141151786,0.093324706,0.052005548,0.655929625,0.091470204,,16.82320404,4.354705334,3.440408468,0.085081004,,,0.585887015,118.2129669,352.9315186,4.66592741,24.43819809,,,,,1.025339961
"RED LENTILS AND POTATO, BOILED, W/ COCONUT MILK",,,,,,,R,,9.5714693,12.517781,23.470432,4.1002679,16.668388,0.0,40.679451,24.31279,3.3717089,1.4605798,0.098295406,0.048619751,0.95807713,0.086874679,,21.322456,3.4035168,4.416986,0.081319004,,,0.51505297,111.33224,296.1351,4.1038332,24.439152,,46.398003,45.34145,153.70441,0.90680999
"RED LENTILS AND RADDISH, BOILED, W/ COCONUT MILK",,,,,,,R,,8.173618317,12.47094536,20.2860527,3.810487986,13.02642345,0.0,43.88467789,22.51380348,2.960192919,1.28555584,0.084930994,0.04376315,0.857560337,0.083651274,,21.38082504,6.407472134,4.359745979,0.068231001,,,0.432812989,93.07746887,254.1515198,7.420565605,20.27408409,,,,,0.934585989
"RED LENTILS AND SNAKE GOURD, BOILED, W/ COCONUT MILK",,,,,,,R,,9.4,9.0,20.9,4.2,16.6,0.0,23.0,31.3,2.76,1.32,0.08,0.05,0.5,0.05,0.0,20.4,0.6,12.0,0.1,0.6,0.1,,,,,,,,,,
"RED LENTILS AND SPINACH, BOILED, W/ COCONUT MILK",,,,,,,R,,11.7,5.4,25.5,5.5,20.5,0.0,41.0,55.4,3.89,1.74,0.13,0.08,0.6,0.08,0.0,55.7,5.3,96.0,0.4,0.7,0.4,,,,,,,,,,
"RED LENTILS, SPLIT, BOILED",,,,,,,R,,7.27384,0.52291203,18.513096,3.036912,16.267256,0.0,20.530312,31.911039,1.113978,0.75026959,0.094274998,0.026732201,0.4728834,0.054302402,,20.81592,0.0,0.0,0.063688003,,,0.425704,98.951042,350.703,5.4332566,4.8134718,,86.1464,30.147888,218.21519,0.69721597
"RED LENTILS, SPLIT, BOILED & TEMPERED",,,,,,,R,,7.556764126,5.351220131,19.71021271,3.392471075,16.6166172,0.0,23.99644661,36.18869781,1.238535047,0.83087039,0.1133404,0.0347283,0.568357408,0.079184949,,26.20785522,1.898029923,1.714379191,0.072639003,,,0.488265991,109.7330627,400.7653809,6.358116627,4.879555702,,,,,1.273707986
"RED LENTILS, SPLIT, BOILED & TEMPERED, W/ COCONUT MILK",,,,,,,R,,8.0,10.3,18.3,3.6,14.4,0.0,20.0,27.4,2.45,1.14,0.07,0.05,0.4,0.05,0.0,18.0,1.2,15.0,0.1,0.8,0.1,,,,,,,,,,
"RED LENTILS, SPLIT, BOILED, W/ COCONUT MILK",,,,,,,R,,6.8,5.8,15.5,3.1,11.8,0.0,19.0,23.5,1.97,0.96,0.06,0.04,0.4,0.04,0.0,15.9,1.9,8.0,0.1,0.6,0.1,,,,,,,,,,
RED RICE,80.0,23.0,2.4,0.8,,,S,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RED RICE, MEDIUM GRAIN, KEKULU (POLISHED), STEAMED OR BOILED",,,,,,,R,,2.4,0.4,32.2,0.9,31.9,0.0,1.0,4.8,0.19,0.48,0.02,0.01,0.7,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
"RED RICE, MEDIUM GRAIN, KEKULU (POLISHED), STEAMED OR BOILED",,,,,,,R,,2.7,1.0,24.2,0,24.2,0.0,0.0,0.4,0.01,0.01,0.08,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
"RED RICE, MEDIUM GRAIN, PARBOILED, STEAMED OR BOILED",,,,,,,R,,2.7,1.0,24.2,0,24.2,0.0,0.0,0.4,0.01,0.01,0.08,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
"RED RICE, SAMBA, KEKULU (POLISHED), STEAMED OR BOILED",,,,,,,R,,2.4,0.4,32.2,0.9,31.9,0.0,1.0,4.8,0.19,0.48,0.02,0.01,0.7,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
"RED RICE, SAMBA, PARBOILED, STEAMED OR BOILED",,,,,,,R,,3.0,1.2,28.2,0,28.1,0.0,24.0,43.0,0.39,0.6,0.13,0.0,2.1,0.02,0.0,10.0,0.0,0.0,0.1,0.0,0.0,,,,,,,,,,
RICE AND CURRY,,,,,Dinner,Yes,S,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICE PORRIDGE,,,,,,,R,,2.1833353,0.77849513,26.261038,1.1551154,24.135094,0.0,4.9033513,13.240914,0.40971494,0.48516423,0.0006582,0.014578767,0.55232137,0.039206225,,2.7975996,0.0,0.024214661,0.029874094,,,0.20014605,57.508171,53.525295,0.77860236,3.5093908,,212.77969,192.90813,254.05893,0.077300191
"RICE PORRIDGE W/ BANANA, W/ COCONUT MILK",,,,,,,R,,3.3580694,12.817142,29.816803,1.2508154,23.736895,0.0,13.309401,14.792614,1.2233199,0.83208328,0.009818234,0.016018767,0.92894989,0.076328933,,9.8137398,1.289981,0.59908968,0.06267409,,,0.22104605,56.920368,68.505295,0.82280236,3.3986907,,214.3197,188.48293,254.60893,1.0368001
RICE PORRIDGE W/ CARROTS & LEEKS,,,,,,,R,,3.5590084,12.866909,29.02656,1.7445854,101.95699,63.324432,23.715963,0.0,19.242367,16.532778,1.388081,0.88697028,0.013599734,0.019348066,0.0,0.08665543,,13.411517,2.0596352,5.7941895,3.7199168,80.061836,0.076342091,,,0.24187204,,,,,
RICE PORRIDGE W/ COCONUT MILK,,,,,,,R,,3.5760696,13.819543,30.854002,1.2199154,25.677694,0.0,13.811702,13.986114,1.3055499,0.89708328,0.009938235,0.015478767,0.98164988,0.05723393,,9.9639797,1.2227809,0.024214661,0.031474091,,,0.21294604,61.15617,56.451298,0.82180232,3.7307909,,226.2197,204.92812,270.17892,0.080500185
"RICE PORRIDGE W/ GREEN GRAM, W/ COCONUT MILK",,,,,,,R,,7.1185989,13.46318,23.126539,4.5115843,18.140135,0.0,32.650646,34.345695,1.9184005,1.1512262,0.078866363,0.057445206,0.95761859,0.086305641,,28.437887,1.2227809,4.1388021,0.097119913,,,0.54586411,93.674278,233.53091,3.0927963,7.2428412,,129.62645,69.109154,229.61908,0.19069138
RICE PORRIDGE W/ SCRAPED COCONUT,,,,,,,R,,2.5040355,2.8234951,28.022139,1.7304153,25.835695,0.0,5.5430512,16.463114,0.51263493,0.57346421,0.0006582,0.017853767,0.60224634,0.046901226,,3.5710597,0.0,0.024214661,0.051974095,,,0.25294605,66.306168,73.901299,3.0108023,5.4637909,,1768.2197,331.87811,296.32892,0.080500185
"RIDGE GOURD, W/ COCONUT MILK",,,,,,,R,,1.9264439,7.8567381,5.3864222,2.4414079,1.117386,0.0,95.176689,19.240898,4.5545182,0.64986998,0.0428317,0.017890399,0.54116178,0.0813943,,25.441273,6.4044023,60.34589,0.081762001,,,0.298722,36.342609,170.56439,4.8553562,0.49462,,155.90645,16.721987,116.01256,1.2701939
"RIVER FISH, LARGE, NFS, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,11.387767,10.213167,4.0925612,1.266714,0.50873798,14.012017,58.22419,21.395863,2.0041482,0.74942851,0.037163809,0.087837838,1.364337,3.3043611,0.764009,73.938698,2.9839594,15.012181,0.034991998,,,0.48827803,114.09693,211.03748,25.002974,14.997557,,,,,
ROAST GREEN PEA,50.0,32.0,14.0,4.5,,,S,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROAST PAAN,100.0,55.0,8.0,3.0,,,R,280.0,6.8205833,16.647764,46.374153,1.7887818,42.547878,0.0,18.556694,27.213114,1.1942174,0.58589095,0.12173609,0.17701319,1.174449,0.066684373,0.006484988,41.353413,0.0,41.698284,0.1569484,,,0.49655145,77.3069,202.32719,103.70034,0.007781986,,58.238232,38.013638,214.94048,1.0948062
ROAST PEANUT,50.0,10.0,13.0,26.0,,,S,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROASTED GRAM,50.0,30.0,12.0,2.0,,,S,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSE APPLE,,,,,,,S,,0.7,0.2,8.5,,,,10.0,,0.5,0.0,0.01,0.05,0.4,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,
"ROTI, COCONUT",,,,,,,R,,8.0,9.8,48.4,5.1,46.6,0.0,91.0,29.8,1.81,0.68,0.16,0.02,2.9,0.08,0.0,25.5,0.7,0.0,0.4,1.6,0.1,,,,,,,,,,
"ROTI, EGG",,,,,,,R,,7.9308395,4.4794049,43.558193,1.930995,40.803112,49.700001,23.51296,27.179331,1.389475,0.69546497,0.097874001,0.047659501,0.4709515,0.0802375,0.10591,15.869904,2.7859783,1.3356508,0.33744001,,,0.637375,91.474129,201.21599,23.37916,8.7410498,,592.09503,742.14978,453.358,1.276015
"ROTI, MILLET, PLAIN",,,,,,,R,,4.6,11.9,48.4,5,47.3,0.0,29.0,88.8,0.64,1.72,0.33,0.1,2.0,0.2,0.0,7.8,0.9,0.0,0.2,1.4,0.0,,,,,,,,,,
"ROTI, W/ VEGETABLES",,,,,,,R,,5.8,4.4,36.2,3.4,32.3,0.0,72.0,20.3,1.15,0.48,0.19,0.03,2.5,0.17,0.0,27.1,4.4,124.0,0.3,1.6,0.1,,,,,,,,,,
"ROTI, WHEAT, PLAIN",,,,,,,R,,6.9,15.5,42.9,,,,18.0,,1.4,,72.0,66.0,0.8,,0.0,,,,,,,,11.0,,,,,,,,
"RUSKS, PLAIN",,,,,,,S,,6.5,10.7,73.0,0,49.6,0.0,336.0,29.0,6.46,0.7,0.0,0.4,0.0,0.0,0.0,22.0,0.0,0.0,1.4,0.0,0.0,,,,,,,,,,
SAGO PAAYASAM (KHEER),,,,,,,R,,0.9,8.4,29.6,0.9,24.4,0.0,4.0,10.2,0.49,0.21,0.01,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,1.2,0.0,,,,,,,,,,
"SAILFISH, DRIED, TEMPERED, W/ COCONUT MILK",,,,,,,R,,23.905003,15.66808,3.815783,1.302888,0.164983,16.3262,35.296715,46.373482,1.556162,0.62422997,0.017281421,0.02976365,1.6917932,0.14806268,0.80237001,77.628197,2.6804285,12.205353,0.031093,,,0.385144,71.970436,406.82892,4341.2251,59.420086,,,,,
"SAILFISH, DRIED, W/ COCONUT OIL",,,,,,,R,,42.882195,16.007792,3.5513251,1.8298839,0.55627203,30.322929,59.322285,85.587242,1.644645,0.63437903,0.020845201,0.045686599,2.6269932,0.28944576,1.4902555,140.65269,11.379606,41.462448,0.099384002,,,0.755799,130.97881,762.87939,8062.8848,109.7846,,,,,
"SAILFISH, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,9.6210346,11.25411,4.1620331,1.36043,0.53485501,2.9324999,24.492958,22.535345,1.75964,0.73081797,0.0167882,0.062782846,0.87611943,0.090630874,0.82365,44.881813,2.4795806,16.195127,0.062613003,,,0.184752,91.539795,221.3231,35.406334,60.998417,,,,,
"SAILFISH, FRESH, DEEP-FRIED",,,,,,,R,,19.300932,14.755504,0.0,0,0.0,6.9189749,9.1932116,29.950136,0.854343,0.80621099,0.0,0.12033,1.095003,0.1407861,1.5342075,84.709915,0.0,0.0,0.0,,,0.324891,185.3082,339.3306,80.091644,141.9894,,,,,
"SALAYA SARDINELLA, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,10.7,9.6,4.1,1.1,1.5,26.7,42.0,23.5,1.1,0.62,0.02,0.05,0.6,0.1,0.87678349,16.8,4.9,68.0,0.2,1.3,2.1,,,,,,,,,,
"SALAYA SARDINELLA, FRESH, TEMPERED",,,,,,,R,,14.537046,12.580782,4.836813,2.0946031,0.94326699,36.850033,325.06467,44.503681,1.802663,1.7636441,0.02816374,0.15414625,4.0445399,0.92404342,1.118872,44.99646,3.7881665,22.66695,0.054405998,,,0.249878,89.714119,314.72443,62.943188,107.88152,,,,,
"SALAYA SARDINELLA, FRESH, TEMPERED, W/ COCONUT MILK",,,,,,,R,,7.1,14.6,4.1,1.2,1.6,16.2,32.0,19.9,0.97,0.43,0.02,0.03,0.4,0.07,0.53246552,14.2,5.9,72.0,0.2,1.1,1.1,,,,,,,,,,
SALMON,100.0,0.0,20.0,13.0,,,S,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMAPOSHA AGGALA,100.0,49.0,9.8,10.4,,,S,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SAMAPOSHA CEREAL, PREPARED AS PORRIDGE",,,,,,,R,,7.0,4.2,29.7,0,0.0,0.0,107.0,7.3,4.66,0.27,0.1,0.21,1.3,1.02,0.0,0.7,8.7,136.0,0.1,0.2,0.1,,,,,,,,,,
SAMBAAR,,,,,,,R,,1.6,2.3,5.1,1.8,2.3,0.0,15.0,12.7,0.57,0.22,0.02,0.02,0.2,0.04,0.0,15.1,6.5,59.0,0.2,1.1,0.3,,,,,,,,,,
"SAMBAAR, W/ COCONUT MILK",,,,,,,R,,2.9497769,16.219677,8.3988495,1.818441,2.0127771,0.0,44.460125,11.599845,1.562461,0.66393578,0.04419145,0.021250051,0.77822721,0.069907703,,21.411425,12.055849,49.478004,0.077381,,,0.17974301,25.383696,141.19141,5.3691154,2.327791,,35.605751,22.381607,76.546127,1.497614
SAMOSA,,,,,Breakfast,Yes,S,558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMPOSHA AGGALA,,,,,,,R,,13.06999969,4.375699997,70.20400238,5.762000084,5.748000145,0.0,134.572998,51.79999924,3.47149992,0.676530004,0.157440007,0.169902012,1.876370072,0.0266,,10.53810024,9.13599968,62.41849899,0.156000003,,,0.044,40.01879883,250.6559906,3.184000015,2.136800051,,,,,0.856000006
"SARDINELLA, DRIED, TEMPERED",,,,,,,R,,20.833307,19.091057,4.6765118,2.4450169,0.89915669,65.6297,70.367607,78.383278,1.9113698,1.8122405,0.025141798,0.11901158,2.3716853,0.28241837,0.80943298,162.52977,6.9778762,26.468128,0.074337654,,,0.42180791,186.51341,404.90027,4194.563,137.10175,,,,,
"SARDINELLA, DRIED, TEMPERED, W/ COCONUT MILK",,,,,,,R,,7.0676069,15.863411,4.8086963,1.407411,1.082478,17.937901,33.558552,25.981234,1.478223,0.84509903,0.02274386,0.042525202,1.0169383,0.1108344,0.2212341,52.089779,4.1785927,11.14854,0.052575,,,0.167761,59.107872,155.72701,1147.2097,37.856251,,,,,
"SARDINES, CANNED, TEMPERED",,,,,,,R,,14.537046,13.990782,4.836813,2.0946031,0.94326699,36.850033,325.06467,44.503681,1.802663,1.7636441,0.02816374,0.15414625,4.0445399,0.92404342,1.118872,44.99646,3.7881665,22.66695,0.054405998,,,0.249878,89.714119,314.72443,62.943188,107.88152,,,,,
"SARDINES, CANNED, TEMPERED, W/ COCONUT MILK",,,,,,,R,,7.1,14.6,4.1,1.2,1.6,16.2,32.0,19.9,0.97,0.43,0.02,0.03,0.4,0.07,0.53246552,14.2,5.9,72.0,0.2,1.1,1.1,,,,,,,,,,
"SAUSAGES,BEEF,GRILLED",,,,,,,S,,13.3,19.5,13.1,0.8,11.7,42.0,80.0,15.0,1.4,2.0,0.0,0.11,5.0,1.8,0.67581499,7.0,0.0,0.0,0.7,0.9,0.3,,,,,,,,,,
"SAUSAGES,LOW FAT,GRILLED",,,,,,,R,,18.15045929,14.80083656,0.453761488,0,0.0,72.40875244,15.59201717,13.75766277,0.734224737,2.215707779,0.048320774,0.16943647,3.330802441,0.249665365,,1.448174953,1.11026752,9.413137436,0.125508502,,,0.0,128.1634827,215.005722,429.3838806,0.0,,,,,0.0
SAW KANJI,,50.0,6.0,5.0,,,S,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCAD (BOLLA), DRIED, TEMPERED",,,,,,,R,,30.124569,13.517105,5.532794,2.6848149,1.538873,20.786039,48.084431,65.894623,1.5957069,0.562464,0.02876248,0.045748502,1.9270602,0.22949752,1.021554,100.23679,7.6027465,18.585676,0.088514999,,,0.63054001,106.15762,602.70258,5528.7725,75.863518,,,,,
"SCAD (BOLLA), FRESH, BOILED",,,,,,,R,,9.3056641,1.752918,3.251961,1.668628,0.42186201,19.28175,123.09503,28.570564,1.3261223,0.72922546,0.019263839,0.089036256,1.2821863,0.79568958,0.99772799,81.7034,2.5766902,20.197735,0.048393998,,,0.334748,138.93434,218.13766,38.070183,47.806232,,,,,
"SCAD (BOLLA), FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,9.4425344,11.147011,4.1620331,1.36043,0.53485501,17.977501,119.02656,25.518845,2.06564,0.95521802,0.0167882,0.072982848,1.4332944,0.74241084,0.93023998,81.04184,2.4795806,16.195127,0.062613003,,,0.281652,127.74979,197.8631,35.069736,44.474415,,,,,
"SCAD (BOLLA), FRESH, FRIED",,,,,,,R,,18.230001,13.1665,1.24125,0.54400003,1.0695,40.537498,224.8475,41.003502,2.6075499,1.3392,0.00103125,0.13823125,2.4055374,1.6072562,1.656,162.73648,0.0,0.20542499,0.078249998,,,0.53174996,265.41,326.41251,76.40274,98.572006,,,,,
"SCAD (BOLLA), FRESH, TEMPERED",,,,,,,R,,8.0836287,6.0984068,1.564873,1.046944,0.31004101,17.089199,102.28162,21.810905,0.900675,0.617073,0.01180664,0.073295251,1.0940694,0.70185715,0.8842752,72.15583,2.6063035,16.797201,0.026907001,,,0.28891101,119.63665,174.7578,33.65551,42.04147,,,,,
"SCRAPED COCONUT, FRESH, UNSWEETENED",,,,,,,S,,3.33,33.5,15.2,9,,,14.0,32.0,2.43,1.1,0.066,0.02,0.54,0.054,0.0,26.0,3.3,0.0,,,,0.3,113.0,356.0,20.0,10.1,0.0,29.7,1.42,0.366,
"SEA FISH, LARGE, NFS, FRESH, BOILED",,,,,,,R,,14.786497,1.4743705,3.9197609,1.854828,0.47996199,19.737949,74.2061,31.565496,2.10936,0.67496198,0.04476231,0.12343931,1.5649704,4.6326756,1.0762171,96.633423,2.9348452,20.207815,0.051893998,,,0.67102551,160.99884,308.27112,35.569542,21.101801,,,,,
"SEA FISH, LARGE, NFS, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,11.387767,10.213167,4.0925612,1.266714,0.50873798,14.012017,58.22419,21.395863,2.0041482,0.74942851,0.037163809,0.087837838,1.364337,3.3043611,0.764009,73.938698,2.9839594,15.012181,0.034991998,,,0.48827803,114.09693,211.03748,25.002974,14.997557,,,,,
SEENI SAMBOL,,,,,Beverage,Yes,S,810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SEENI/KATHALI BANANA, RIPE",,,,,,,S,,1.4,0.2,26.5,0,0.0,0.0,59.0,39.5,3.63,2.09,0.05,0.08,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,,,,,,,,,,
"SEER FISH, DRIED, TEMPERED, W/ COCONUT MILK",,,,,,,R,,8.0545034,13.19938,3.6249828,1.249688,0.14838301,10.8284,23.305115,22.55928,1.3187621,0.68083,0.016561421,0.032973651,0.74350327,0.32409266,0.58938003,42.945358,2.5629385,12.202394,0.030092999,,,0.080743998,62.084438,147.81891,1168.5962,89.991081,,,,,
"SEER FISH, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,11.1,3.9,3.5,,,,28.0,,0.9,0.4,0.09,0.11,1.37,0.25,0.96899998,3.19,1.97,98.1,,,,,,,,,,,,,
"SEER FISH, FRESH, DEEP-FRIED",,,,,,,R,,26.9,11.1,0.0,0,0.0,106.2,15.0,46.1,0.61,0.69,0.14,0.19,2.6,0.45,2.00295,1.4,2.2,54.0,1.0,0.2,8.7,,,,,,,,,,
SESAME BALL,,,,,,,R,,8.9,34.6,33.7,4.5,0.2,0.0,301.0,182.9,5.47,2.45,0.4,0.09,4.4,0.46,0.0,49.2,0.2,1.0,1.7,20.9,0.2,,,,,,,,,,
"SHARK, DRIED, TEMPERED, W/ COCONUT MILK",,,,,,,R,,7.3626027,13.08828,3.6249828,1.249688,0.14838301,4.3801999,22.328314,18.152681,1.1031621,0.42122999,0.016561421,0.017573651,0.75186324,0.059762675,0.21527,26.610357,2.5629385,12.202394,0.030092999,,,0.13574401,27.434439,151.4489,1165.6262,16.511082,,,,,
"SHARK, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,12.3,0.9,3.4,1.1,1.3,13.1,23.0,27.7,0.88,0.38,0.03,0.04,1.4,0.08,0.56116498,8.7,3.2,128.0,0.1,2.0,1.4,,,,,,,,,,
"SHARK, FRESH, DEEP-FRIED",,,,,,,R,,25.026501,11.0505,1.24125,0.54400003,1.0695,28.059999,12.6035,43.119499,1.5380499,0.59169996,0.030356249,0.046231251,3.1185374,0.11685625,0.94875002,9.1114311,0.0,0.20542499,0.078249998,,,1.32525,309.11002,482.8125,73.792236,33.367001,,,,,
"SHEEP MEAT, TEMPERED",,,,,,,R,,15.27855682,8.978563309,1.025843978,0.493714005,0.430258006,71.78046417,36.35015869,21.67483139,2.126484156,2.919957161,0.045300849,0.133374542,3.972544909,0.113335602,1.3474461,2.923214912,1.239903927,8.246124268,0.11411,,,0.876739025,164.6912994,304.0015259,38.28667068,17.58409691,,,,,0.232092991
"SILVER-BIDDY, FRESH, BOILED, W/ COCONUT MILK",,,,,,,R,,11.360642,10.614073,4.1620331,1.36043,0.53485501,14.039545,60.213341,23.130753,2.4430633,0.7705735,0.03328209,0.082482621,1.3784528,3.298358,0.76551002,73.466698,2.4795806,16.195127,0.062613003,,,0.44928873,114.58802,223.84781,25.088707,15.106428,,,,,
SKIM MILK,,12.0,8.0,0.0,,,S,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SKIPJACK TUNA, DRIED, DEEP-FRIED",,,,,,,R,,55.497299,17.0819,0.0,0,0.0,67.111801,72.627602,72.601501,3.132,1.2528,0.0,0.1044,2.5926001,1.5503401,3.6801,166.77901,0.0,0.0,0.0,,,1.4268,160.95,665.54999,6880.8301,542.88,,,,,
"SKIPJACK TUNA, DRIED, TEMPERED",,,,,,,R,,34.640537,12.419571,5.4839292,2.643693,1.5154411,40.267078,68.416908,60.317348,2.6627331,0.95816898,0.02748068,0.086571798,1.7729731,1.0087318,2.796876,112.23093,7.6027465,18.566446,0.084687002,,,1.062292,124.36092,563.30029,4131.8916,326.77774,,,,,
